;;Parameter;Unit;Year;1;2;3;4;5;6;7;8;9;10;11;12
;;NO2-N;mg/L;2007;;0.009;;0.01;;0;;0;;0;;
;;NO2-N;mg/L;2008;;0.02;;0;;0;;0;;0.05;;
;;NO2-N;mg/L;2009;;0.03;;0.01;;0.02;;;;;;
;;NO2-N;mg/L;2010;;0.02;;0.23;;0.02;;0.02;;0;;
;;NO2-N;mg/L;2011;;0.03;;0.02;;0;;;;;;
;;NO2-N;mg/L;2012;;0;;0.03;;;;0;;0;;
;;NO2-N;mg/L;2013;;0.02;;0;;0.1;;0.61;;1.36;;
;NO3-N;;;;;;;;;;;;;;;
;;NO3-N;mg/L;1985;;1.45;;2.75;;;0.2;0;;4;;3.3
;;NO3-N;mg/L;1986;;;3.4;2.5;;1.2;;0.45;;2.1;;3.45
;;NO3-N;mg/L;1987;;2.25;;;;0.5;;;;1.8;;0.4
;;NO3-N;mg/L;1988;;2.9;;1.45;;2.1;;0;;1.8;;1.45
;;NO3-N;mg/L;1989;;2.4;;1.9;;3.9;;0.45;;1.15;;1.55
;;NO3-N;mg/L;1990;;0.07;;0.05;;0.01;;0;;0.05;;0.04
;;NO3-N;mg/L;1991;;0.03;;0.08;;0.03;;0.01;;0.1;;0.38
;;NO3-N;mg/L;1992;;0.08;;0.05;;0.05;;0.01;;0.04;;0.04
;;NO3-N;mg/L;1993;;0.07;;0.05;;0.02;;0;;0;;0.04
;;NO3-N;mg/L;1994;;0.04;;0.02;;2.3;;0;;2.8;;5.65
;;NO3-N;mg/L;1995;;2.8;;3.5;;1.1;;0;;2.95;;1.05
;;NO3-N;mg/L;1996;;;;2.8;;1.1;;1.6;;3.1;;1.9
;;NO3-N;mg/L;1997;;5.9;;1.9;;1.05;;1;;2.1;;2.8
;;NO3-N;mg/L;1998;;2.1;;1.35;;0.9;;0;;1.4;;
;;NO3-N;mg/L;1999;;2.4;;2.15;;2.65;;0.6;;2;;2
;;NO3-N;mg/L;2000;;2.4;;1.6;;0.5;;0.12;;1.4;;2.5
;;NO3-N;mg/L;2001;;2.65;;1.6;;;;0.8;;1.75;;
;;NO3-N;mg/L;2002;;1.6;;2.3;;0.3;;2;;1.3;;
;;NO3-N;mg/L;2003;;2.8;;1.6;;0.9;;0.8;;1.8;;
;;NO3-N;mg/L;2004;;2;;2.4;;0.9;;0.9;;2.5;;
;;NO3-N;mg/L;2005;;1.5;;3.9;;1.9;;1;;1.9;;
;;NO3-N;mg/L;2006;;2.5;;1.2;;1;;0;;2.5;;
;;NO3-N;mg/L;2007;;1.27;;0.6;;0.2;;1;;1.45;;
;;NO3-N;mg/L;2008;;1.5;;2;;0;;0;;1.2;;
;;NO3-N;mg/L;2009;;2.3;;1.4;;0.6;;;;;;
;;NO3-N;mg/L;2010;;3.2;;0;;0.8;;0;;1.5;;
;;NO3-N;mg/L;2011;;2.7;;2.7;;0;;;;;;
;;NO3-N;mg/L;2012;;2.2;;2.1;;;;0;;1.1;;
;;NO3-N;mg/L;2013;;7.2;;5.4;;7.4;;0.5;;2.8;;
;o-PO4;;;;;;;;;;;;;;;
;;o-PO4;mg/L;1985;;0.88;;1.05;;;0.26;1.19;;2.92;;2.75
;;o-PO4;mg/L;1986;;;0.95;1.3;;1.67;;1.3;;2.85;;1.96
;;o-PO4;mg/L;1987;;0.98;;;;1.42;;;;2.25;;0.89
;;o-PO4;mg/L;1988;;2.15;;0.95;;3.28;;0.47;;3.42;;0.91
;;o-PO4;mg/L;1989;;1.96;;1.38;;1.63;;2.08;;1.21;;0.98
;;o-PO4;mg/L;1990;;1.78;;1.22;;1.62;;0.65;;3.6;;0.98
;;o-PO4;mg/L;1991;;1.04;;1.36;;1.33;;1.1;;2;;0.8
;;o-PO4;mg/L;1992;;1.47;;0.96;;1.11;;0.68;;1.73;;1.25
;;o-PO4;mg/L;1993;;1.22;;1.25;;0.82;;1;;1.67;;1.22
;;o-PO4;mg/L;1994;;1;;1.36;;0.7;;0.65;;1;;1.33
;;o-PO4;mg/L;1995;;0.51;;0.56;;1.25;;0.17;;1.43;;0.58
;;o-PO4;mg/L;1996;;;;0.42;;0.21;;0.27;;1.33;;0.38
;;o-PO4;mg/L;1998;;0.63;;0.58;;0.49;;0.54;;0.86;;
;;o-PO4;mg/L;1999;;0.4;;0.49;;0.98;;0.7;;1.22;;0.86
;;o-PO4;mg/L;2000;;0.68;;1;;0.86;;0.8;;1.29;;1.33
;;o-PO4;mg/L;2001;;0.82;;1.18;;0.56;;0.23;;1.95;;
;;o-PO4;mg/L;2002;;1.08;;0.94;;1.6;;1.5;;0.45;;
;;o-PO4;mg/L;2003;;0.42;;0.4;;1.29;;0.86;;1.47;;
;;o-PO4;mg/L;2004;;0.83;;0.96;;0.91;;0.91;;1.47;;
;;o-PO4;mg/L;2005;;0.35;;0.75;;0.75;;0.72;;0.88;;
;;o-PO4;mg/L;2006;;0.38;;0.2;;0.89;;0.77;;0.94;;
;;o-PO4;mg/L;2007;;0.74;;0.58;;0.64;;0.81;;0.96;;
;;o-PO4;mg/L;2008;;0.53;;0.53;;0.61;;0.91;;1.08;;
;;o-PO4;mg/L;2009;;0.58;;0.7;;0.83;;;;;;
;;o-PO4;mg/L;2010;;0.48;;0.5;;0.94;;0.76;;0.69;;
;;o-PO4;mg/L;2011;;0.68;;0.61;;0.66;;;;;;
;;o-PO4;mg/L;2012;;0.23;;0.69;;;;0.48;;0.83;;
;;o-PO4;mg/L;2013;;0.36;;0;;0.62;;;;0;;
;P-Al;;;;;;;;;;;;;;;
;;P-Al;mg/L;2002;;0;;0;;0;;0;;0;;
;;P-Al;mg/L;2003;;0;;0;;0;;0;;0;;
;;P-Al;mg/L;2004;;0;;0;;0;;0;;0;;
;;P-Al;mg/L;2005;;0;;0;;0;;0;;0;;
;;P-Al;mg/L;2006;;0;;0;;0;;0;;0;;
;;P-Al;mg/L;2007;;0;;0;;0;;40;;0;;
;;P-Al;mg/L;2008;;0;;0;;0;;0;;0;;
;;P-Al;mg/L;2009;;0;;0;;0;;;;;;
;;P-Al;mg/L;2010;;0;;36;;0;;0;;0;;
;;P-Al;mg/L;2011;;0;;0;;0;;;;;;
;;P-Al;mg/L;2012;;0;;55.3;;;;6;;12.6;;
;;P-Al;mg/L;2013;;0;;0;;0;;0;;0;;
;Pb;;;;;;;;;;;;;;;
;;Pb;µg/L;2013;;3.3;;;;;;;;5.5;;
;pH;;;;;;;;;;;;;;;
;;pH;-;1985;;8.1;;8.4;;;9.3;8.2;;8;;7.6
;;pH;-;1986;;;7.7;7.6;;8.1;;9.4;;8.3;;7.6
;;pH;-;1987;;7.4;;;;9;;;;7.7;;8.1
;;pH;-;1988;;8.4;;8.2;;7.8;;8.6;;8.5;;7.8
;;pH;-;1989;;8.2;;8.6;;8.9;;8.9;;8.5;;7.7
;;pH;-;1990;;7.4;;8;;8.5;;7.7;;8.2;;7.9
;;pH;-;1991;;7.7;;7.8;;7.9;;8.7;;7.5;;7.5
;;pH;-;1992;;7.4;;7.4;;7.4;;7.7;;8;;7.5
;;pH;-;1993;;7.5;;7.5;;8;;7.6;;7.5;;7.3
;;pH;-;1994;;7.5;;8.1;;7.9;;7.8;;8.3;;8.1
;;pH;-;1995;;8.4;;8.5;;8.5;;8.3;;8.5;;6.9
;;pH;-;1996;;;;7.6;;7.1;;7.6;;7.3;;7
;;pH;-;1997;;7.2;;8.2;;8.1;;7.8;;7.7;;7.8
;;pH;-;1998;;7.9;;8;;8;;7.4;;7.7;;
;;pH;-;1999;;7.9;;8.2;;8.6;;7.4;;7.8;;7.9
;;pH;-;2000;;7.7;;7.7;;7.9;;7.5;;7.7;;7.4
;;pH;-;2001;;7.6;;7.7;;7.5;;8;;8.1;;
;;pH;-;2002;;7.8;;7.9;;8.1;;7.9;;7.7;;
;;pH;-;2003;;7.9;;8;;8.1;;7.8;;8.2;;
;;pH;-;2004;;8.2;;8.1;;7.9;;8.2;;8.1;;
;;pH;-;2005;;7.8;;8;;7.2;;7.9;;7.9;;
;;pH;-;2006;;7.8;;7.5;;8;;7.6;;7.7;;
;;pH;-;2007;;7.9;;8.4;;7.6;;7.7;;7.8;;
;;pH;-;2008;;7.8;;7.9;;8.4;;7.9;;8.7;;
;;pH;-;2009;;8.2;;7.65;;8.26;;;;;;
;;pH;-;2010;;7.8;;8.1;;8.1;;8.3;;7.8;;
;;pH;-;2011;;7.9;;8;;7.9;;;;;;
;;pH;-;2012;;7.7;;7.9;;;;7.8;;8.2;;
;;pH;-;2013;;7.9;;8;;8;;7.9;;8.2;;
;pV;;;;;;;;;;;;;;;
;;pV;mg O2/l;1985;;8.56;;2.24;;;3.6;2.8;;4.16;;4.16
;;pV;mg O2/l;1986;;;3.2;2.08;;4.18;;3.85;;3.61;;5.82
;;pV;mg O2/l;1987;;3.53;;;;4.98;;;;4.18;;4.32
;;pV;mg O2/l;1988;;2.8;;3.45;;3.84;;4.24;;4.72;;3.44
;;pV;mg O2/l;1989;;4.96;;2.88;;5.12;;3.52;;2.8;;2.24
;;pV;mg O2/l;1990;;4.73;;4.15;;3.92;;4.35;;5.08;;4.1
;;pV;mg O2/l;1991;;3.44;;3.2;;2.88;;3.68;;5.2;;2.96
;;pV;mg O2/l;1992;;3.92;;3.2;;3.52;;3.52;;1.76;;3.2
;;pV;mg O2/l;1993;;3.6;;3.12;;3.2;;3.52;;3.76;;4.16
;;pV;mg O2/l;1995;;3.76;;3.84;;4.48;;2.96;;3.68;;2.88
;;pV;mg O2/l;1996;;;;3.2;;3.04;;3.92;;3.76;;3.68
;;pV;mg O2/l;1997;;3.52;;4.16;;4;;3.44;;5.76;;3.68
;;pV;mg O2/l;1998;;3.2;;2.4;;3.28;;3.84;;3.92;;
;;pV;mg O2/l;1999;;3.6;;3.6;;3.44;;4.16;;4;;3.68
;;pV;mg O2/l;2000;;2.96;;2.96;;4.4;;4.16;;5.76;;5.92
;;pV;mg O2/l;2001;;3.2;;6.72;;3.44;;2.56;;7.44;;
;;pV;mg O2/l;2002;;5.2;;5.44;;5.92;;3.28;;5.76;;
;;pV;mg O2/l;2003;;4;;3.84;;4;;5.6;;6;;
;;pV;mg O2/l;2004;;3.36;;4.08;;2.72;;3.28;;4.16;;
;;pV;mg O2/l;2005;;4;;3.44;;3.28;;3.6;;3.36;;
;;pV;mg O2/l;2006;;3.2;;3.84;;3.6;;4.16;;4.4;;
;;pV;mg O2/l;2007;;3.44;;3.52;;4.48;;3.44;;4.24;;
;;pV;mg O2/l;2008;;3.6;;3.76;;4.32;;4.96;;5.76;;
;;pV;mg O2/l;2009;;4.4;;3.2;;4.4;;;;;;
;;pV;mg O2/l;2010;;4.08;;3.44;;3.6;;3.28;;3.68;;
;;pV;mg O2/l;2011;;2.8;;4.4;;4.24;;;;;;
;;pV;mg O2/l;2012;;4.02;;4.41;;;;4.84;;6.02;;
;;pV;mg O2/l;2013;;3.54;;2.24;;4.31;;6.3;;4.19;;
;Qanlik;;;;;;;;;;;;;;;
;;Qanlik;m3/s;1985;;;;124;;;124;27.5;;180;;98
;;Qanlik;m3/s;1986;;;487;124;;108;;103;;57.25;;37
;;Qanlik;m3/s;1987;;134;;;;63;;;;93;;397
;;Qanlik;m3/s;1988;;146;;205;;134;;103;;168;;247
;;Qanlik;m3/s;1989;;50;;134;;124;;168;;168;;181.5
;;Qanlik;m3/s;1990;;193;;113;;93;;;;146;;306
;;Qanlik;m3/s;1991;;232;;162.5;;323;;113;;118.5;;193
;;Qanlik;m3/s;1992;;103;;193;;124;;0.27;;113;;146
;;Qanlik;m3/s;1993;;124;;157;;40.5;;3;;82.5;;134
;;Qanlik;m3/s;1994;;162.5;;113;;10;;;;82.5;;124
;;Qanlik;m3/s;1995;;377;;442;;146;;51.5;;93;;217
;;Qanlik;m3/s;1996;;;;805;;25;;46;;118.5;;1000
;;Qanlik;m3/s;1997;;157;;555;;168;;103;;174;;124
;;Qanlik;m3/s;1998;;1000;;306;;293;;27;;168;;
;;Qanlik;m3/s;1999;;1885;;460;;168;;40.5;;134;;134
;;Qanlik;m3/s;2000;;168;;134;;72.5;;20;;103;;97
;;Qanlik;m3/s;2001;;157;;103;;37.9;;0;;72.5;;
;;Qanlik;m3/s;2002;;117;;169;;56;;88;;246;;
;;Qanlik;m3/s;2003;;480;;403;;64;;34;;60;;
;;Qanlik;m3/s;2004;;345;;127;;224;;97.5;;73;;
;;Qanlik;m3/s;2005;;1123;;331;;313;;251;;169;;
;;Qanlik;m3/s;2006;;403;;612;;135;;45.9;;97.5;;
;;Qanlik;m3/s;2007;;181;;126;;325;;89;;121;;
;;Qanlik;m3/s;2008;;19;;290;;86;;49;;85.9;;
;;Qanlik;m3/s;2009;;267;;122;;82;;;;;;
;;Qanlik;m3/s;2010;;1451;;;;123.2;;73.8;;150;;
;;Qanlik;m3/s;2011;;167;;134;;57.5;;;;;;
;;Qanlik;m3/s;2012;;;;;;;;;;;;
;;Qanlik;m3/s;2013;;745;;544;;103;;56;;;;
;SO4=;;;;;;;;;;;;;;;
;;SO4=;mg/L;1985;;74;;74;;;74;56;;100;;168
;;SO4=;mg/L;1986;;;76;92;;72;;100;;120;;140
;;SO4=;mg/L;1987;;76;;;;96;;;;100;;57
;;SO4=;mg/L;1988;;96;;55;;76;;100;;100;;72
;;SO4=;mg/L;1989;;100;;74;;92;;78;;57;;58
;;SO4=;mg/L;1990;;95;;77;;104;;90;;150;;72
;;SO4=;mg/L;1992;;138;;85;;44;;85;;114;;87
;;SO4=;mg/L;1993;;100;;90;;120;;93;;100;;100
;;SO4=;mg/L;1994;;88;;83;;144;;100;;90;;170
;;SO4=;mg/L;1995;;83;;80;;100;;100;;138;;73
;;SO4=;mg/L;1996;;;;71;;85;;95;;100;;69
;;SO4=;mg/L;1997;;100;;76;;77;;92;;90;;92
;;SO4=;mg/L;1998;;74;;80;;69;;88;;95;;
;;SO4=;mg/L;1999;;71;;79;;92;;95;;100;;85
;;SO4=;mg/L;2000;;85;;87;;95;;95;;100;;100
;;SO4=;mg/L;2001;;92;;100;;92;;100;;100;;
;;SO4=;mg/L;2002;;100;;100;;92;;83;;66;;
;;SO4=;mg/L;2003;;77;;73;;95;;93;;100;;
;;SO4=;mg/L;2004;;73;;90;;62;;79;;100;;
;;SO4=;mg/L;2005;;53;;80;;59;;69;;90;;
;;SO4=;mg/L;2006;;79;;69;;66;;88;;93;;
;;SO4=;mg/L;2007;;68.4;;89.5;;57.6;;80.3;;88;;
;;SO4=;mg/L;2008;;;;60.8;;73.4;;72.5;;97.9;;
;;SO4=;mg/L;2009;;74.5;;64.9;;74.2;;;;;;
;;SO4=;mg/L;2010;;48.6;;61.8;;67.7;;50.8;;76.7;;
;;SO4=;mg/L;2011;;89.7;;80.9;;35.8;;;;;;
;;SO4=;mg/L;2012;;55;;82;;;;90.7;;96.5;;
;;SO4=;mg/L;2013;;52.6;;46.9;;75.1;;64.3;;50.2;;
;SS;;;;;;;;;;;;;;;
;;SS;mg/L;1985;;150;;95;;;83;52;;83;;95
;;SS;mg/L;1986;;;190;75;;139;;94;;135;;50
;;SS;mg/L;1987;;97;;;;93;;;;44;;757
;;SS;mg/L;1988;;113;;151;;136;;109;;23;;147
;;SS;mg/L;1989;;66;;188;;96;;142;;31;;88
;;SS;mg/L;1990;;117;;88;;67;;85;;69;;177
;;SS;mg/L;1991;;47;;116;;187;;48;;315;;64
;;SS;mg/L;1992;;92;;111;;177;;51;;74;;50
;;SS;mg/L;1993;;47;;66;;83;;41;;51;;22
;;SS;mg/L;1994;;44;;61;;68;;50;;60;;42
;;SS;mg/L;1995;;194;;71;;221;;61;;42;;38
;;SS;mg/L;1996;;;;84;;74;;81;;68;;85
;;SS;mg/L;1997;;38;;83;;287;;52;;26;;30
;;SS;mg/L;1998;;132;;45;;45;;45;;50;;
;;SS;mg/L;1999;;73;;48;;66;;60;;32;;28
;;SS;mg/L;2000;;27;;35;;43;;29;;22;;19
;;SS;mg/L;2001;;23;;35;;28;;28;;28;;
;;SS;mg/L;2002;;31;;44;;53;;75;;77;;
;;SS;mg/L;2003;;21;;27;;37;;30;;27;;
;;SS;mg/L;2004;;18;;23;;47;;41;;22;;
;;SS;mg/L;2005;;91;;36;;47;;59;;33;;
;;SS;mg/L;2006;;63;;24;;45;;30;;56;;
;;SS;mg/L;2007;;27;;31;;56;;46;;31;;
;;SS;mg/L;2008;;95;;72;;210;;61;;3;;
;;SS;mg/L;2009;;60;;43;;18;;;;;;
;;SS;mg/L;2010;;112;;55;;37;;32;;41;;
;;SS;mg/L;2011;;21;;132;;60;;;;;;
;;SS;mg/L;2012;;56;;121;;;;51;;24;;
;;SS;mg/L;2013;;120;;39;;132;;48;;29;;
;Surfaktanlar;;;;;;;;;;;;;;;
;;Surfaktanlar;mg/L MMAM;2011;;;;;;;;;;;;
;T;;;;;;;;;;;;;;;
;;T;°C;1985;;10;;14;;;26;29;;12;;7
;;T;°C;1986;;;6.5;18;;30;;28;;14;;6
;;T;°C;1987;;4;;;;23.5;;;;16.5;;7
;;T;°C;1988;;4;;9;;26;;27;;16;;1
;;T;°C;1989;;3;;15;;22;;25;;12;;1
;;T;°C;1990;;9;;13;;25;;21;;16;;6
;;T;°C;1991;;8;;13;;24;;28;;18;;4
;;T;°C;1992;;7;;14;;22;;27;;15;;2
;;T;°C;1993;;1;;17;;25;;25;;21;;5
;;T;°C;1994;;6;;17;;24;;25;;15;;8
;;T;°C;1995;;5;;10;;27;;25;;16;;4
;;T;°C;1996;;;;11;;26;;25;;15;;8
;;T;°C;1997;;6;;8;;22;;26;;17;;11
;;T;°C;1998;;7;;15;;23;;24;;17;;
;;T;°C;1999;;5;;15;;26;;29;;18;;9
;;T;°C;2000;;6;;18;;22;;28;;17.7;;8
;;T;°C;2001;;6;;17;;27;;28;;18;;
;;T;°C;2002;;10;;11;;20;;26;;16.8;;
;;T;°C;2003;;2;;11;;32.2;;32.1;;18.5;;
;;T;°C;2004;;8.2;;16;;26;;23.8;;20.9;;
;;T;°C;2005;;8;;18;;23;;26;;14;;
;;T;°C;2006;;9;;18;;29;;29;;12;;
;;T;°C;2007;;10;;18.4;;27.4;;29.2;;19.4;;
;;T;°C;2008;;17.4;;19.2;;29.3;;29.3;;22.1;;
;;T;°C;2009;;8.1;;18.6;;30.3;;;;;;
;;T;°C;2010;;13;;19;;29;;27;;18;;
;;T;°C;2011;;23;;22;;27;;;;;;
;;T;°C;2012;;24;;21;;;;27;;26;;
;;T;°C;2013;;22;;22;;25;;28;;24;;
;TDS;;;;;;;;;;;;;;;
;;TDS;mg/L;1985;;371;;367;;;497;722;;709;;566
;;TDS;mg/L;1986;;;426;438;;414;;485;;549;;569
;;TDS;mg/L;1987;;324;;;;509;;;;594;;304
;;TDS;mg/L;1988;;457;;312;;344;;424;;466;;429
;;TDS;mg/L;1989;;463;;365;;484;;503;;319;;262
;;TDS;mg/L;1990;;385;;296;;488;;968;;545;;333
;;TDS;mg/L;1991;;413;;244;;264;;350;;441;;217
;;TDS;mg/L;1992;;509;;339;;372;;355;;284;;354
;;TDS;mg/L;1993;;336;;351;;478;;485;;416;;398
;;TDS;mg/L;1994;;319;;330;;518;;909;;421;;457
;;TDS;mg/L;1995;;364;;382;;530;;440;;537;;340
;;TDS;mg/L;1996;;;;351;;327;;549;;552;;264
;;TDS;mg/L;1997;;519;;291;;451;;430;;525;;385
;;TDS;mg/L;1998;;246;;175;;285;;518;;418;;
;;TDS;mg/L;1999;;230;;310;;446;;405;;480;;460
;;TDS;mg/L;2000;;320;;450;;520;;510;;540;;545
;;TDS;mg/L;2001;;490;;620;;465;;455;;824;;
;;TDS;mg/L;2002;;619;;587;;653;;465;;302;;
;;TDS;mg/L;2003;;363;;350;;494;;533;;772;;
;;TDS;mg/L;2004;;372;;523;;297;;378;;617;;
;;TDS;mg/L;2005;;220;;428;;267;;314;;520;;
;;TDS;mg/L;2006;;364;;342;;362;;478;;613;;
;;TDS;mg/L;2007;;381;;494;;299;;386;;511;;
;;TDS;mg/L;2008;;427;;318;;450;;475;;632;;
;;TDS;mg/L;2009;;364.2;;375;;481.3;;;;;;
;;TDS;mg/L;2010;;253;;332;;467;;524;;431;;
;;TDS;mg/L;2011;;546;;608;;509;;;;;;
;;TDS;mg/L;2012;;280;;497;;;;611;;808;;
;;TDS;mg/L;2013;;344;;316;;492;;663;;467;;
;TH;;;;;;;;;;;;;;;
;;TH;mg/l CaCO3;1985;;185;;200;;;195;390;;400;;345
;;TH;mg/l CaCO3;1986;;;190;250;;230;;330;;330;;305
;;TH;mg/l CaCO3;1995;;175;;;;;;;;;;
;;TH;mg/l CaCO3;1997;;300;;185;;255;;245;;265;;
;;TH;mg/l CaCO3;1998;;160;;175;;160;;180;;210;;
;;TH;mg/l CaCO3;1999;;150;;215;;265;;230;;240;;190
;;TH;mg/l CaCO3;2000;;185;;245;;190;;235;;235;;200
;;TH;mg/l CaCO3;2001;;190;;255;;240;;275;;280;;
;;TH;mg/l CaCO3;2002;;265;;245;;260;;215;;120;;
;;TH;mg/l CaCO3;2003;;185;;165;;225;;235;;260;;
;;TH;mg/l CaCO3;2004;;170;;210;;160;;190;;240;;
;;TH;mg/l CaCO3;2005;;105;;205;;150;;155;;235;;
;;TH;mg/l CaCO3;2006;;170;;170;;190;;230;;235;;
;;TH;mg/l CaCO3;2007;;200;;240;;165;;195;;180;;
;;TH;mg/l CaCO3;2008;;215;;175;;170;;170;;270;;
;;TH;mg/l CaCO3;2009;;165;;160;;205;;;;;;
;;TH;mg/l CaCO3;2010;;145;;190;;200;;245;;24;;
;;TH;mg/l CaCO3;2011;;270;;275;;240;;;;;;
;;TH;mg/l CaCO3;2012;;14.7;;23.9;;;;19.5;;28.9;;
;;TH;mg/l CaCO3;2013;;181.9;;164.7;;23.5;;20.5;;175.4;;
;TKN;;;;;;;;;;;;;;;
;;TKN;mg/L;2010;;;;;;;;;;;;
;;TKN;mg/L;2011;;;;;;;;;;;;
;;TKN;mg/L;2012;;2.9;;1.5;;;;0.5;;1.1;;
;;TKN;mg/L;2013;;1.4;;0.6;;1.9;;4.1;;2.6;;
;Top.N;;;;;;;;;;;;;;;
;;Top.N;mg/L;2010;;;;;;;;;;;;
;;Top.N;mg/L;2011;;;;;;;;;;;;
;;Top.N;mg/L;2012;;;;;;;;;;;;
;;Top.N;mg/L;2013;;;;;;;;;;;;
;Top.P;;;;;;;;;;;;;;;
;;Top.P;mg/L;2010;;;;;;;;;;;;
;;Top.P;mg/L;2011;;;;;;;;;;;;
;;Top.P;mg/L;2012;;;;;;;;;;;;
;;Top.P;mg/L;2013;;;;;;;;;;;;
;Turb;;;;;;;;;;;;;;;
;;Turb;NTU;1985;;360;;56;;;66;65;;35;;16
;;Turb;NTU;1986;;;282;45;;160;;70;;26;;58
;;Turb;NTU;1987;;77;;;;95;;;;20;;1380
;;Turb;NTU;1988;;47;;160;;132;;15;;60;;200
;;Turb;NTU;1989;;52;;75;;75;;190;;70;;50
;;Turb;NTU;1990;;;;100;;;;;;;;
;;Turb;NTU;1991;;40;;140;;150;;100;;400;;80
;;Turb;NTU;1992;;45;;150;;150;;65;;70;;60
;;Turb;NTU;1993;;30;;65;;85;;50;;50;;25
;;Turb;NTU;1994;;45;;65;;60;;55;;60;;35
;;Turb;NTU;1995;;200;;70;;225;;60;;50;;35
;;Turb;NTU;1996;;;;85;;80;;80;;50;;80
;;Turb;NTU;1997;;30;;80;;350;;50;;20;;25
;;Turb;NTU;1998;;130;;40;;50;;45;;45;;
;;Turb;NTU;1999;;65;;45;;60;;50;;30;;25
;;Turb;NTU;2000;;20;;30;;40;;25;;20;;15
;;Turb;NTU;2001;;20;;30;;25;;25;;25;;
;;Turb;NTU;2002;;30;;40;;50;;70;;75;;
;;Turb;NTU;2003;;20;;25;;35;;30;;25;;
;;Turb;NTU;2004;;15;;20;;45;;40;;20;;
;;Turb;NTU;2005;;90;;35;;45;;60;;30;;
;;Turb;NTU;2006;;60;;20;;45;;25;;55;;
;;Turb;NTU;2007;;25;;30;;55;;45;;30;;
;;Turb;NTU;2008;;95.6;;70;;212;;49.9;;3.86;;
;;Turb;NTU;2009;;66.4;;43.8;;18.1;;;;;;
;;Turb;NTU;2010;;110;;56.2;;39.1;;35;;43.1;;
;;Turb;NTU;2011;;12.3;;131;;18.5;;;;;;
;;Turb;NTU;2012;;11.2;;41.4;;;;15.1;;0.7;;
;;Turb;NTU;2013;;69.7;;6.4;;6.8;;10;;2.3;;
;Zn;;;;;;;;;;;;;;;
;;Zn;µg/L;2013;;14.8;;;;;;;;102.6;;
"Station No: 01-11-00-011; Station Name: CORLU SUYU-CERKEZKOY GIRISI";;;;;;;;;;;;;;;;
;BOD5;;;;;;;;;;;;;;;
;;BOD5;mg/L;1985;3.4;;4.9;;16;;22;;8.4;;7.4;
;;BOD5;mg/L;1986;5.4;;8.9;;92;;40;;78;;24;
;;BOD5;mg/L;1987;7.2;;5.2;;92;;26;;3.6;;24;
;;BOD5;mg/L;1988;42;;6.4;;4;;38;;20;;4;
;;BOD5;mg/L;1989;46;;4;;22;;40;;6.8;;28;
;;BOD5;mg/L;1990;52;;36;;38;;24;;24;;22;
;;BOD5;mg/L;1991;4.5;;4.1;;20;;10;;6;;20;
;;BOD5;mg/L;1992;8.4;;4.5;;5.3;;6.1;;6;;6;
;;BOD5;mg/L;1993;8.9;;;;7.7;;7.4;;4.8;;6.2;
;;BOD5;mg/L;1994;4;;6.8;;1;;7.5;;12;;56;
;;BOD5;mg/L;1995;;;5.7;;42;;108;;24;;54;
;;BOD5;mg/L;1996;7.8;;6;;50;;5.4;;1.6;;4.2;
;Ca++;;;;;;;;;;;;;;;
;;Ca++;mg/L;1994;68;;80;;64;;78;;78;;86;
;;Ca++;mg/L;1995;;;60;;80;;108;;72;;76;
;;Ca++;mg/L;1996;78;;10;;58;;78;;56;;72;
;Cl-;;;;;;;;;;;;;;;
;;Cl-;mg/lt;1985;30.3;;35.2;;101.8;;138.9;;97.8;;93.9;
;;Cl-;mg/lt;1986;31.3;;40.1;;111.5;;25.2;;103.7;;108;
;;Cl-;mg/lt;1987;44;;10;;106;;70;;102;;110.7;
;;Cl-;mg/lt;1988;57.3;;35.9;;23.3;;138.8;;109.9;;30.9;
;;Cl-;mg/lt;1989;1988.7;;45.9;;104;;146;;114;;92;
;;Cl-;mg/lt;1990;96;;116.6;;132.1;;120.5;;120.5;;107.8;
;;Cl-;mg/lt;1991;22;;47.5;;35.5;;86.5;;110.6;;95;
;;Cl-;mg/lt;1992;78;;16.3;;95;;112;;90.8;;106.4;
;;Cl-;mg/lt;1993;95;;;;97;;107.8;;107.8;;79.4;
;;Cl-;mg/lt;1994;87.9;;93.6;;90.8;;119.1;;117.7;;116.3;
;;Cl-;mg/lt;1995;;;72.3;;96.4;;124.8;;110.6;;90.8;
;;Cl-;mg/lt;1996;110.6;;18.4;;86.5;;85.1;;71.6;;69.5;
;DO;;;;;;;;;;;;;;;
;;DO;mg O2/l;1985;8;;7.6;;3.6;;3.2;;11.6;;5.6;
;;DO;mg O2/l;1986;12.2;;9.5;;1;;12.6;;4.6;;2.6;
;;DO;mg O2/l;1987;8;;12;;1.4;;1.8;;5.3;;2.6;
;;DO;mg O2/l;1988;5.2;;8;;3.6;;0.8;;4.3;;10;
;;DO;mg O2/l;1989;5.4;;7.5;;1.9;;1;;10.2;;4.1;
;;DO;mg O2/l;1990;4;;4.4;;1.5;;1.7;;1.7;;3;
;;DO;mg O2/l;1991;14.5;;7.2;;2.9;;2.6;;3.5;;5.4;
;;DO;mg O2/l;1992;8.8;;13.6;;6;;9.1;;7.3;;6.2;
;;DO;mg O2/l;1993;10.8;;;;8.1;;9.1;;7.1;;8.2;
;;DO;mg O2/l;1994;6;;7.8;;5;;8.8;;4;;3.6;
